iter	Passed	Remaining
1657	433714	89463
1658	433955	89197
1659	434168	88926
1660	434382	88654
1661	434624	88389
1662	434890	88128
1663	435117	87860
1664	435356	87594
1665	435602	87329
1666	435813	87058
1667	436017	86785
1668	436292	86526
1669	436537	86261
1670	436743	85989
1671	436965	85720
1672	437247	85463
1673	437434	85187
1674	437626	84912
1675	437888	84651
1676	438103	84381
1677	438358	84118
1678	438636	83860
1679	438904	83600
1680	439127	83332
1681	439324	83058
1682	439518	82785
1683	439762	82520
1684	439981	82251
1685	440212	81985
1686	440502	81729
1687	440728	81461
1688	440922	81188
1689	441204	80931
1690	441478	80672
1691	441740	80411
1692	442022	80154
1693	442247	79886
1694	442479	79620
1695	442698	79351
1696	442949	79088
1697	443187	78823
1698	443460	78564
1699	443699	78299
1700	443992	78044
1701	444245	77782
1702	444543	77527
1703	444842	77273
1704	445134	77017
1705	445377	76753
1706	445618	76488
1707	445872	76226
1708	446104	75960
1709	446374	75700
1710	446618	75437
1711	446838	75169
1712	447082	74905
1713	447300	74637
1714	447604	74383
1715	447789	74109
1716	448058	73850
1717	448272	73581
1718	448492	73313
1719	448748	73052
1720	449034	72795
1721	449299	72535
1722	449557	72273
1723	449819	72012
1724	450065	71749
1725	450267	71479
1726	450584	71227
1727	450820	70962
1728	451052	70697
1729	451310	70435
1730	451591	70178
1731	451834	69914
1732	452072	69649
1733	452320	69387
1734	452552	69121
1735	452784	68856
1736	452982	68586
1737	453257	68327
1738	453478	68060
1739	453708	67795
1740	453953	67532
1741	454254	67277
1742	454517	67017
1743	454813	66761
1744	455040	66495
1745	455242	66226
1746	455476	65961
1747	455728	65699
1748	455941	65432
1749	456198	65171
1750	456398	64901
1751	456695	64646
1752	456931	64382
1753	457164	64117
1754	457393	63852
1755	457644	63590
1756	457877	63326
1757	458169	63069
1758	458441	62810
1759	458635	62541
1760	458890	62279
1761	459133	62016
1762	459418	61759
1763	459647	61494
1764	459926	61236
1765	460148	60971
1766	460418	60711
1767	460661	60448
1768	460884	60183
1769	461116	59919
1770	461400	59661
1771	461652	59399
1772	461908	59138
1773	462184	58880
1774	462426	58617
1775	462658	58353
1776	462942	58095
1777	463215	57836
1778	463436	57571
1779	463640	57303
1780	463915	57045
1781	464139	56780
1782	464398	56519
1783	464606	56252
1784	464846	55989
1785	465069	55725
1786	465299	55460
1787	465527	55196
1788	465755	54932
1789	466010	54671
1790	466270	54411
1791	466539	54151
1792	466830	53895
1793	467039	53628
1794	467271	53365
1795	467537	53105
1796	467817	52847
1797	468047	52583
1798	468322	52325
1799	468580	52064
1800	468782	51797
1801	468984	51531
1802	469236	51269
1803	469472	51006
1804	469707	50744
1805	469915	50478
1806	470185	50218
1807	470511	49965
1808	470727	49700
1809	470932	49434
1810	471156	49170
1811	471426	48911
1812	471629	48645
1813	471925	48389
1814	472154	48125
1815	472404	47864
1816	472604	47598
1817	472831	47335
1818	473006	47066
1819	473217	46801
1820	473436	46537
1821	473617	46269
1822	473896	46011
1823	474128	45749
1824	474351	45485
1825	474609	45225
1826	474856	44964
1827	475107	44703
1828	475401	44447
1829	475725	44193
1830	475928	43927
1831	476135	43663
1832	476349	43399
1833	476592	43137
1834	476801	42873
1835	476979	42605
1836	477183	42341
1837	477414	42078
1838	477622	41814
1839	477909	41557
1840	478178	41298
1841	478415	41036
1842	478704	40779
1843	478941	40517
1844	479242	40261
1845	479489	40000
1846	479735	39739
1847	479935	39475
1848	480233	39218
1849	480463	38956
1850	480711	38695
1851	480988	38437
1852	481221	38175
1853	481519	37919
1854	481724	37655
1855	481954	37392
1856	482211	37133
1857	482463	36872
1858	482705	36611
1859	482918	36348
1860	483136	36085
1861	483399	35826
1862	483628	35564
1863	483925	35307
1864	484125	35043
1865	484325	34780
1866	484594	34521
1867	484880	34263
1868	485104	34001
1869	485341	33740
1870	485587	33479
1871	485813	33218
1872	486006	32953
1873	486264	32694
1874	486553	32436
1875	486777	32175
1876	486965	31910
1877	487243	31652
1878	487472	31391
1879	487696	31129
1880	487912	30867
1881	488114	30604
1882	488342	30343
1883	488556	30080
1884	488753	29817
1885	489002	29557
1886	489212	29295
1887	489410	29032
1888	489614	28770
1889	489886	28511
1890	490145	28252
1891	490370	27991
1892	490645	27733
1893	490895	27473
1894	491163	27214
1895	491383	26953
1896	491591	26691
1897	491819	26430
1898	492119	26173
1899	492355	25913
1900	492605	25653
1901	492903	25396
1902	493134	25136
1903	493383	24876
1904	493570	24613
1905	493759	24351
1906	494018	24092
1907	494220	23830
1908	494487	23571
1909	494680	23309
1910	494908	23049
1911	495111	22787
1912	495376	22528
1913	495599	22268
1914	495831	22008
1915	496072	21748
1916	496297	21488
1917	496559	21229
1918	496833	20971
1919	497089	20712
1920	497358	20453
1921	497549	20191
1922	497767	19931
1923	497955	19669
1924	498209	19410
1925	498444	19151
1926	498724	18893
1927	498978	18634
1928	499254	18375
1929	499543	18118
1930	499747	17857
1931	500061	17600
1932	500318	17341
1933	500511	17080
1934	500710	16819
1935	500994	16561
1936	501268	16303
1937	501530	16044
1938	501751	15784
1939	502000	15525
1940	502254	15266
1941	502488	15007
1942	502790	14749
1943	502994	14489
1944	503262	14231
1945	503505	13971
1946	503735	13712
1947	503960	13452
1948	504247	13194
1949	504500	12935
1950	504690	12675
1951	504890	12415
1952	505105	12155
1953	505389	11897
1954	505627	11638
1955	505847	11378
1956	506028	11118
1957	506311	10860
1958	506511	10600
1959	506713	10341
1960	506987	10082
1961	507289	9825
1962	507569	9567
1963	507786	9307
1964	508012	9048
1965	508241	8789
1966	508470	8530
1967	508723	8271
1968	508953	8012
1969	509175	7753
1970	509362	7494
1971	509653	7236
1972	509866	6977
1973	510118	6718
1974	510379	6460
1975	510611	6201
1976	510878	5943
1977	511112	5684
1978	511384	5426
1979	511588	5167
1980	511826	4908
1981	512070	4650
1982	512304	4391
1983	512517	4133
1984	512811	3875
1985	513036	3616
1986	513302	3358
1987	513540	3099
1988	513758	2841
1989	513983	2582
1990	514193	2324
1991	514478	2066
1992	514705	1807
1993	514937	1549
1994	515166	1291
1995	515445	1032
1996	515713	774
1997	515963	516
1998	516179	258
1999	516440	0
