iter	F1	Logloss
89	0.9875984131	0.04756881353
90	0.9876851405	0.04717897308
91	0.9878761841	0.0466641836
92	0.9879904664	0.04633806388
93	0.987876162	0.04610649285
94	0.988317685	0.04569797667
95	0.9885609103	0.04523501609
96	0.9886815577	0.04499023527
97	0.9887366053	0.04473128518
98	0.9887864381	0.04447556338
99	0.9889150775	0.04416213636
100	0.9890480242	0.04377112589
101	0.9891667567	0.04336823058
102	0.9892508367	0.04305505966
103	0.9895306741	0.04254888828
104	0.9896133619	0.04226794878
105	0.989910303	0.04172867863
106	0.9899502369	0.04154042354
107	0.9900163249	0.041243511
108	0.9901488713	0.040968753
109	0.9902644394	0.04050808396
110	0.9903405483	0.04020941666
111	0.9904423623	0.0398287284
112	0.9904851875	0.03966742613
113	0.9906981932	0.03915030808
114	0.9907695956	0.03894548592
115	0.9908452934	0.03870101777
116	0.990871957	0.03850962314
117	0.9909410033	0.03823916532
118	0.9910167273	0.03793554964
119	0.9910857938	0.03774741648
120	0.9912334856	0.03726943064
121	0.9912549284	0.03718590379
122	0.9913492877	0.03690057244
123	0.9914995603	0.0366338434
124	0.9915858454	0.03637604585
125	0.9916817706	0.03622362277
126	0.9917723648	0.03595004895
127	0.9918248216	0.03567587176
128	0.9918777609	0.03550763134
129	0.9919469244	0.03492997412
130	0.9920385212	0.03460468296
131	0.9920628545	0.03447312414
132	0.9920795544	0.03425392581
133	0.9921015038	0.03418661022
134	0.9921430195	0.03406377917
135	0.9922117427	0.03379764714
136	0.9922504037	0.03357593112
137	0.9923224834	0.03335447136
138	0.9923683144	0.03318162218
139	0.9924108074	0.03297120955
140	0.99247718	0.03272959043
141	0.9925512031	0.03246260493
142	0.992605653	0.0323147585
143	0.9926562872	0.03219129477
144	0.9926701408	0.032019387
145	0.9927050155	0.03193461496
146	0.9927422816	0.0317454088
147	0.9927934075	0.03151530664
148	0.9928177778	0.03144429898
149	0.9928617429	0.03126760826
150	0.9928875504	0.03113946723
151	0.9929095356	0.03102511857
152	0.992947773	0.03080578047
153	0.9929616347	0.03073753841
154	0.9929946178	0.03058620654
155	0.9930505506	0.03034754827
156	0.9930916676	0.03026437625
157	0.9931280063	0.0301040258
158	0.9931614786	0.03000338838
159	0.9932073871	0.02982289838
160	0.9932332126	0.0297448424
161	0.9932590393	0.0295849372
162	0.9933001736	0.02940888914
163	0.9933283956	0.02929958354
164	0.993337006	0.02913903742
165	0.9933518354	0.0290490175
166	0.993370014	0.02893796032
167	0.9933939342	0.02885750267
168	0.993441778	0.02868396119
169	0.9934704865	0.02858095313
170	0.993489148	0.02846411044
171	0.9935015893	0.02829340282
172	0.9935432222	0.02816655478
173	0.9935915591	0.0280357143
174	0.9936159686	0.02787903359
175	0.9936442085	0.02776452761
176	0.9936753222	0.02760068909
177	0.9937126611	0.02745845383
178	0.9937490454	0.02735020058
179	0.9937643659	0.02730431474
180	0.9937878263	0.02718998359
181	0.9938127242	0.02706929449
182	0.9938486369	0.02698830269
183	0.9938821578	0.02683131793
184	0.9939147231	0.02673324332
185	0.9939252594	0.02666842184
186	0.9939511222	0.02654459027
187	0.9939707596	0.02646878945
188	0.9940071628	0.02633193039
189	0.9940244073	0.02629729696
190	0.9940450057	0.02618430181
191	0.9940766235	0.02606525341
192	0.9941024942	0.02593307965
193	0.9941312409	0.02583009773
194	0.994179635	0.02569117706
195	0.9942093446	0.02560140986
196	0.9942352221	0.02550185018
197	0.9942687691	0.0253601229
198	0.9942826678	0.02530795639
199	0.9943051941	0.02521860407
200	0.9943253248	0.02515672321
201	0.9943200524	0.02510092062
202	0.9943310766	0.02499204255
203	0.994344977	0.02490737218
204	0.9943488117	0.02484307217
205	0.9943890775	0.02469132016
206	0.9943938713	0.02464763672
207	0.9944149644	0.02455675914
208	0.9944518795	0.02445105755
209	0.9944605095	0.02434833846
210	0.9944657834	0.02430716623
211	0.9944763313	0.02425729265
212	0.9944911948	0.02413188215
213	0.994517087	0.02405575993
214	0.9945276361	0.02397361254
215	0.9945434601	0.02389448452
216	0.9945520916	0.02380510474
217	0.9945703141	0.02373164368
218	0.9945827825	0.02367654803
219	0.9946005266	0.02360366827
220	0.9946379352	0.02345986416
221	0.9946743872	0.02335085408
222	0.9946935735	0.02330284468
223	0.9946983703	0.02326030406
224	0.9947213951	0.02318184026
225	0.99472955	0.02312104259
226	0.9947487384	0.02306248035
227	0.994756414	0.02303978352
228	0.994756414	0.02303973269
229	0.9947746441	0.02296150983
230	0.9948034297	0.02286541251
231	0.9948168635	0.02279434472
232	0.9948187827	0.02272657496
233	0.9948331766	0.02265421227
234	0.9948715623	0.02253185283
235	0.994895075	0.02242262624
236	0.9949065918	0.02236568397
237	0.9949238676	0.02229062034
238	0.9949440234	0.02221042618
239	0.9949550614	0.02217799374
240	0.9949584209	0.02212274752
241	0.9949872171	0.02203544873
242	0.9949958563	0.02199213991
243	0.9950016159	0.02197980891
244	0.9950126552	0.02191530897
245	0.9950188949	0.02187394403
246	0.9950428946	0.02180145113
247	0.9950620952	0.02174811833
248	0.9950721758	0.02172822829
249	0.9950841767	0.02167792792
250	0.9950884972	0.02164469984
251	0.9950827366	0.02158845577
252	0.9950894573	0.02152048415
253	0.9951091397	0.02144551194
254	0.9951091397	0.02144548015
255	0.9951278628	0.02137392645
256	0.995139385	0.02131474015
257	0.9951379447	0.02129922012
258	0.9951403452	0.0212769006
259	0.9951475467	0.02123989047
260	0.9951585893	0.02120225279
261	0.995176834	0.02112741092
262	0.9951974803	0.0210263747
263	0.9952070834	0.02099438621
264	0.9952291714	0.02093902874
265	0.9952387752	0.02088257942
266	0.9952450178	0.02084123128
267	0.9952546219	0.02080382221
268	0.9952666273	0.02073322729
269	0.9952738306	0.02067642446
270	0.9952901587	0.02062972108
271	0.9953060069	0.02057221353
272	0.9953204149	0.02053307493
273	0.9953367445	0.02049203199
274	0.9953660429	0.02040583642
275	0.9953905397	0.02035310894
276	0.9953943824	0.02032299323
277	0.9954015877	0.02029084181
278	0.9954135966	0.02021612034
279	0.9954198413	0.02017045643
280	0.9954313703	0.0201361405
281	0.9954448212	0.02009422013
282	0.9954621156	0.02002976471
283	0.9954621156	0.02002975386
284	0.9954760477	0.01997853351
285	0.9954818128	0.01993503351
286	0.9954947845	0.01988339025
287	0.9955019912	0.01984916393
288	0.9955048739	0.01982460656
289	0.9955236118	0.01977464155
290	0.9955399481	0.01971942161
291	0.9955457139	0.01968362192
292	0.9955534018	0.01961859345
293	0.995569739	0.01957245653
294	0.9955860767	0.01946916409
295	0.9956019344	0.01939836452
296	0.9956129871	0.0193311458
297	0.9956259623	0.01925106832
298	0.9956423018	0.01921426308
299	0.9956572001	0.01915430367
300	0.9956672928	0.0191155882
301	0.9956749826	0.01907652347
302	0.9956788275	0.01903373011
303	0.9956903625	0.01900971389
304	0.9956942076	0.01897984696
305	0.9957038203	0.01895671983
306	0.9957086268	0.01890746118
307	0.9957321791	0.01883553385
308	0.995745638	0.01878198358
309	0.9957523676	0.01875838813
310	0.9957610201	0.01872035041
311	0.9957658271	0.01869458301
312	0.9957730377	0.01866077794
313	0.9957864978	0.01860583173
314	0.9957956316	0.01855478465
315	0.9958033234	0.01851577576
316	0.9958066886	0.01846977142
317	0.9958158227	0.01843872619
318	0.9958187073	0.01840904914
319	0.9958297647	0.01838396841
320	0.995850438	0.01831022605
321	0.995859573	0.01826151587
322	0.9958610154	0.01824214294
323	0.9958701506	0.01819895853
324	0.9958884215	0.01814600871
325	0.9958941913	0.01810358094
326	0.9958961147	0.01806792034
327	0.9959014038	0.01803279971
328	0.9959115014	0.01795265051
329	0.9959143865	0.01793408245
330	0.995932659	0.01789386079
331	0.9959456425	0.01784272089
332	0.9959523748	0.01782134179
333	0.9959610308	0.01777768402
334	0.9959735341	0.01772491828
335	0.9959817095	0.0176935467
336	0.9959894041	0.01765269775
337	0.9959975798	0.01760397983
338	0.9960047938	0.01757880316
339	0.9960096031	0.01754775799
340	0.9960096031	0.0175477496
341	0.9960124888	0.01750967254
342	0.9960230696	0.01748205035
343	0.9960269172	0.01745263488
344	0.9960312458	0.01743200913
345	0.9960374983	0.01740181853
346	0.9960379793	0.01737597599
347	0.9960399032	0.01735868924
348	0.9960480797	0.01732653208
349	0.9960543324	0.01729212596
350	0.9960625092	0.01724829387
351	0.996076939	0.01718962977
352	0.9960836731	0.01715716849
353	0.9960899263	0.01713238288
354	0.9961014708	0.01705844726
355	0.9961120535	0.0170296595
356	0.9961120535	0.01700606296
357	0.9961235986	0.0169641028
358	0.9961332196	0.01692332522
359	0.9961389923	0.01690382431
360	0.9961519812	0.01688410135
361	0.9961563109	0.01683256873
362	0.9961707435	0.0168101524
363	0.9961851765	0.01675364162
364	0.9961909499	0.01672448304
365	0.9962044212	0.01668618742
366	0.9962130816	0.01665751986
367	0.996227997	0.0165978462
368	0.9962366577	0.01657678561
369	0.9962448375	0.01654952636
370	0.9962506115	0.01650775621
371	0.9962640845	0.01642487097
372	0.9962645657	0.01642482299
373	0.996265528	0.01635636116
374	0.996280445	0.01629337841
375	0.9962924751	0.01622657164
376	0.9962977685	0.01620075958
377	0.9963102803	0.01618189841
378	0.9963194237	0.01615108366
379	0.9963218299	0.01613691503
380	0.9963218299	0.01613689725
381	0.9963343423	0.01610437287
382	0.9963430049	0.01606547798
383	0.9963425236	0.01606540457
384	0.9963502239	0.01603828774
385	0.9963608119	0.01599965077
386	0.9963675498	0.0159366208
387	0.9963718814	0.0158931547
388	0.9963815072	0.01586497933
389	0.9963877641	0.01584682736
390	0.9963882454	0.0158360175
391	0.9963949837	0.01581617751
392	0.9964070166	0.01578821215
393	0.9964070166	0.01578804726
394	0.9964094233	0.01577112977
395	0.9964142365	0.01575521574
396	0.9964315647	0.01569319046
397	0.9964387849	0.01566875975
398	0.996441673	0.01564887196
399	0.996441673	0.01564887196
400	0.996446968	0.01563274872
401	0.9964556325	0.01561365619
402	0.9964565953	0.01558564316
403	0.9964565953	0.01558563451
404	0.9964565953	0.01558560166
405	0.9964657414	0.01553997593
406	0.9964729621	0.01550137249
407	0.9964724807	0.01548281594
408	0.9964811458	0.01546288919
409	0.9964898109	0.01540759497
410	0.9964979948	0.01537912381
411	0.9965056974	0.01535237755
412	0.9965134002	0.01534334043
413	0.9965196587	0.01529421738
414	0.9965196587	0.01529421738
415	0.9965215845	0.0152628095
416	0.9965263988	0.0152510001
417	0.9965292875	0.01521514183
418	0.9965307318	0.01519849234
419	0.9965471011	0.01513385089
420	0.9965471011	0.01513385089
421	0.9965495084	0.01511141664
422	0.996561545	0.01506554685
423	0.996561545	0.01506552309
424	0.9965668412	0.01504430035
425	0.9965668412	0.01504425625
426	0.9965803227	0.01501760963
427	0.9965836932	0.01500066418
428	0.9965841747	0.01498838133
429	0.9965991012	0.01493990474
430	0.9966039163	0.01491795224
431	0.9966048793	0.01490939586
432	0.9966092129	0.01486740164
433	0.9966121021	0.01483396706
434	0.9966241402	0.01479434031
435	0.996628474	0.01476241391
436	0.9966361787	0.01472247712
437	0.996644365	0.01470163903
438	0.9966448465	0.01470156098
439	0.9966448465	0.01470151223
440	0.9966448465	0.01470149369
441	0.9966448465	0.01470148069
442	0.9966515883	0.01467769495
443	0.9966515883	0.01467769495
444	0.9966568855	0.0146578699
445	0.9966592933	0.01464351789
446	0.9966684431	0.01460212536
447	0.9966684431	0.01460211518
448	0.9966703694	0.01458359635
449	0.996674222	0.01455497687
450	0.9966852985	0.01451625246
451	0.9966939672	0.01448668173
452	0.996719011	0.0144194665
453	0.9967185294	0.0143877869
454	0.9967300885	0.01435686355
455	0.9967324967	0.01434202669
456	0.9967324967	0.01434200378
457	0.9967324967	0.01434196948
458	0.996738758	0.01429400481
459	0.9967421295	0.01427417329
460	0.9967507992	0.01425105072
461	0.9967580241	0.0142330054
462	0.9967570607	0.01420210542
463	0.996760914	0.01417708405
464	0.996766694	0.01415016754
465	0.9967657307	0.01412838248
466	0.9967739191	0.01408495031
467	0.9967772909	0.01405987457
468	0.9967835528	0.0140367089
469	0.9967835528	0.01403668904
470	0.9967835528	0.01403668064
471	0.9967917415	0.01401773541
472	0.996803784	0.01399402039
473	0.996803784	0.01399398029
474	0.9968100462	0.01396239898
475	0.9968114913	0.01393828622
476	0.9968158268	0.01391726965
477	0.9968273881	0.01384761559
478	0.9968273881	0.01384756704
479	0.9968302785	0.01383153007
480	0.9968302785	0.01380444625
481	0.9968423219	0.0137758955
482	0.9968456941	0.0137607444
483	0.9968519569	0.01374362596
484	0.9968519569	0.01374361508
485	0.9968587014	0.01372707706
486	0.9968702638	0.01368599839
487	0.9968717091	0.01365551344
488	0.9968736362	0.01363385744
489	0.9968827899	0.01360268026
490	0.9968904985	0.01358273638
491	0.9969006162	0.01354411665
492	0.9969136249	0.01352234855
493	0.9969203703	0.01350855893
494	0.9969203703	0.01350854304
495	0.9969247067	0.01348976623
496	0.9969247067	0.01348974076
497	0.9969324159	0.01345629849
498	0.9969357888	0.01344000574
499	0.9969357888	0.01343993422
500	0.9969386798	0.01342377011
501	0.9969463892	0.01340120343
502	0.9969473529	0.01337518577
503	0.9969608447	0.01335170777
504	0.9969656633	0.01332410386
505	0.9969743369	0.01329965384
506	0.9969849382	0.01326324985
507	0.9969849382	0.01326322533
508	0.9969849382	0.01326321592
509	0.9969887932	0.01323907847
510	0.9969887932	0.01323899633
511	0.9969887932	0.01323899633
512	0.9969887932	0.01323899287
513	0.9969955397	0.01319491562
514	0.9969993948	0.01317373578
515	0.9970046957	0.01315830808
516	0.9970133699	0.0131373208
517	0.9970124061	0.0131193318
518	0.9970167433	0.01309710765
519	0.9970234901	0.01306761737
520	0.9970249359	0.01303370692
521	0.9970384298	0.01299204007
522	0.9970384298	0.01299198912
523	0.9970466227	0.01296496268
524	0.9970466227	0.0129374954
525	0.9970466227	0.01293748012
526	0.9970538519	0.01292018367
527	0.9970538519	0.01292015597
528	0.9970538519	0.01292012362
529	0.9970649368	0.01286336581
530	0.9970740941	0.01281725513
531	0.9970808416	0.01279529131
532	0.9970866253	0.01277331589
533	0.9970909632	0.01274579672
534	0.997097229	0.01271886731
535	0.9971044589	0.01268018483
536	0.9971044589	0.01268016387
537	0.9971044589	0.01268010136
538	0.9971044589	0.01268008723
539	0.9971044589	0.01268007464
540	0.9971044589	0.01268007464
541	0.9971044589	0.01268007464
542	0.9971044589	0.01267998895
543	0.9971083149	0.01266008158
544	0.997117955	0.01262405552
545	0.997117955	0.01262404639
546	0.997121811	0.01260322244
547	0.997121811	0.01260321101
548	0.9971314514	0.012585705
549	0.9971314514	0.01258568517
550	0.9971314514	0.01258567318
551	0.9971304874	0.01256694523
552	0.9971343435	0.0125478052
553	0.9971348256	0.0125477481
554	0.9971348256	0.01254773507
555	0.997142056	0.0125386333
556	0.9971454302	0.01251436116
557	0.9971492865	0.01249033952
558	0.9971569992	0.01244860659
559	0.9971569992	0.01244856748
560	0.9971569992	0.01244855544
561	0.9971569992	0.01244854794
562	0.9971613377	0.01243668778
563	0.9971613377	0.0124366811
564	0.9971738712	0.01241610016
565	0.9971743532	0.01240380631
566	0.9971873691	0.01236646345
567	0.9971974928	0.01234406218
568	0.9972032779	0.0123172879
569	0.9972032779	0.01231726143
570	0.99720376	0.01231719659
571	0.99720376	0.01231719659
572	0.9972071346	0.01229368733
573	0.9972071346	0.01229351332
574	0.9972095451	0.01226590562
575	0.9972095451	0.01226590562
576	0.9972100272	0.01226584469
577	0.9972095451	0.01226570209
578	0.9972158124	0.0122452659
579	0.9972196693	0.01222465566
580	0.9972293115	0.01219358681
581	0.9972346148	0.01217831585
582	0.9972437752	0.01215023027
583	0.9972437752	0.01215021713
584	0.9972437752	0.0121501766
585	0.9972437752	0.01215015045
586	0.9972510073	0.01211031276
587	0.9972510073	0.01211027023
588	0.9972510073	0.01211027023
589	0.9972563108	0.01207758207
590	0.9972563108	0.01207753462
591	0.9972592037	0.01205588691
592	0.9972592037	0.01205587775
593	0.9972582394	0.01203201036
594	0.9972582394	0.01203199354
595	0.9972582394	0.0120319047
596	0.9972582394	0.0120318922
597	0.9972620965	0.01201057132
598	0.9972625787	0.01201056022
599	0.9972625787	0.01201056022
600	0.9972674002	0.01198953185
601	0.9972683645	0.01198373318
602	0.9972683645	0.01198363667
603	0.9972683645	0.0119836328
604	0.9972712575	0.01196077436
605	0.9972794542	0.01192944532
606	0.9972780077	0.01191163029
607	0.9972780077	0.01191163029
608	0.9972780077	0.0119116094
609	0.9972833115	0.01189182349
610	0.9972833115	0.01189181361
611	0.9972833115	0.01189179817
612	0.9972833115	0.01189092919
613	0.9972833115	0.01189092026
614	0.9972833115	0.0118908909
615	0.997284758	0.01186719914
616	0.997284758	0.01186716916
617	0.997284758	0.01186707743
618	0.9972997056	0.01183806998
619	0.9973040452	0.01181770806
620	0.9973112781	0.01179929797
621	0.9973112781	0.01179928957
622	0.9973112781	0.01179926682
623	0.9973112781	0.01179924957
624	0.9973112781	0.01179924111
625	0.9973204399	0.01177777344
626	0.9973204399	0.01177776226
627	0.9973204399	0.01177772374
628	0.9973204399	0.01177772374
629	0.9973204399	0.01177771133
630	0.9973233332	0.01176034394
631	0.9973233332	0.01176032625
632	0.9973286375	0.01173836104
633	0.9973286375	0.01173836104
634	0.9973324952	0.01172013003
635	0.997332013	0.01171967069
636	0.997332013	0.01171964351
637	0.997340693	0.0117100345
638	0.9973455152	0.01168818638
639	0.9973455152	0.01168817518
640	0.9973566066	0.01165188011
641	0.9973604646	0.01163599007
642	0.9973604646	0.01163597365
643	0.9973604646	0.011635949
644	0.9973604646	0.0116359332
645	0.9973604646	0.0116358852
646	0.997363358	0.01161687714
647	0.997363358	0.01161686263
648	0.997367216	0.0115998422
649	0.997367216	0.01159980202
650	0.997367216	0.01159977998
651	0.997367216	0.01159975087
652	0.997367216	0.01159968533
653	0.997367216	0.0115996766
654	0.997367216	0.01159967138
655	0.997367216	0.01159967138
656	0.997367216	0.01159965944
657	0.997367216	0.01159965076
658	0.997367216	0.01159961765
659	0.997367216	0.01159959454
660	0.9973705918	0.01158055355
661	0.997371074	0.01158049751
662	0.997371074	0.01158045536
663	0.9973705918	0.01158040345
664	0.9973705918	0.01157954119
665	0.9973739676	0.01155730391
666	0.9973739676	0.01155730391
667	0.9973739676	0.01155730391
668	0.9973725208	0.0115454577
669	0.9973734853	0.01154539534
670	0.9973816837	0.0115217335
671	0.9973816837	0.01152171051
672	0.9973874709	0.01148373209
673	0.9973961519	0.01146629502
674	0.9973961519	0.01146629502
675	0.9973961519	0.01146624776
676	0.9973961519	0.01146623972
677	0.9973961519	0.01146621302
678	0.9973966341	0.01146602728
679	0.9973966341	0.01146602728
680	0.9973966341	0.01146599246
681	0.9973966341	0.01146597101
682	0.9973966341	0.01146595684
683	0.9973966341	0.01146595684
684	0.997398081	0.0114360852
685	0.997398081	0.01143605791
686	0.997398081	0.01143605111
687	0.997398081	0.01143602984
688	0.9973985633	0.01143592734
689	0.9973985633	0.01143592734
690	0.9973985633	0.0114359054
691	0.9973995278	0.01142030886
692	0.9973995278	0.01142027238
693	0.9973995278	0.01142027238
694	0.9974038684	0.01140765093
695	0.9974038684	0.01140762736
696	0.9974038684	0.01140761952
697	0.9974038684	0.01140760772
698	0.9974038684	0.01140758263
699	0.9974038684	0.01140757608
700	0.9974038684	0.01140755101
701	0.9974038684	0.01140754657
702	0.9974072444	0.01139461163
703	0.9974072444	0.01139461163
704	0.9974111027	0.01137657719
705	0.9974111027	0.01136560969
706	0.9974111027	0.01136559728
707	0.9974111027	0.01136558838
708	0.9974111027	0.01136558838
709	0.9974154434	0.01134184091
710	0.9974154434	0.01134183197
711	0.9974154434	0.01134179501
712	0.9974226779	0.01132278608
713	0.9974226779	0.01132277297
714	0.9974275009	0.01129799975
715	0.9974275009	0.0112979821
716	0.9974275009	0.0112979775
717	0.9974361826	0.01127928125
718	0.9974361826	0.01127928125
719	0.9974434174	0.01126133749
720	0.9974438997	0.01126130065
721	0.9974492053	0.01124278414
722	0.9974492053	0.01124277806
723	0.9974492053	0.0112427133
724	0.9974492053	0.01124270744
725	0.9974492053	0.0112426971
726	0.9974492053	0.01124266771
727	0.9974492053	0.01124264662
728	0.9974492053	0.01124264662
729	0.9974492053	0.01124262581
730	0.9974492053	0.01124262581
731	0.9974492053	0.01124261704
732	0.9974492053	0.01124259979
733	0.9974492053	0.01124259979
734	0.9974492053	0.01124257075
735	0.9974492053	0.01124257075
736	0.9974525816	0.01122646526
737	0.9974525816	0.01122643968
738	0.9974525816	0.01122642686
739	0.9974525816	0.01122642042
740	0.9974525816	0.01122641053
741	0.9974564403	0.01119321155
742	0.9974564403	0.01119318119
743	0.9974564403	0.01119316059
744	0.9974564403	0.01119316059
745	0.9974564403	0.01119314663
746	0.9974564403	0.01119314016
747	0.9974564403	0.01119311194
748	0.9974564403	0.0111931116
749	0.9974578873	0.01118150479
750	0.9974578873	0.01118146333
751	0.9974578873	0.01118144204
752	0.9974578873	0.01118143307
753	0.9974598167	0.01117473555
754	0.9974598167	0.01117471634
755	0.9974689812	0.0111466721
756	0.9974689812	0.01114665121
757	0.99747284	0.01112575825
758	0.99747284	0.0111257214
759	0.99747284	0.01112570353
760	0.99747284	0.01112566133
761	0.9974752518	0.01110803069
762	0.9974791106	0.01108556171
763	0.9974791106	0.01108555404
764	0.9974791106	0.0110855433
765	0.9974791106	0.01108552996
766	0.9974791106	0.01108549021
767	0.9974791106	0.01108547988
768	0.9974791106	0.01108547988
769	0.9974791106	0.01108545285
770	0.9974791106	0.01108544357
771	0.9974791106	0.01108537613
772	0.9974791106	0.01108534786
773	0.9974791106	0.01108529178
774	0.9974791106	0.01108529178
775	0.9974791106	0.01108527623
776	0.9974824871	0.01106385845
777	0.9974824871	0.01106381921
778	0.9974824871	0.011063808
779	0.9974911697	0.01104095356
780	0.9974959934	0.01101363083
781	0.9975022644	0.01098083085
782	0.9975022644	0.01098082187
783	0.9975022644	0.01098081339
784	0.9975022644	0.01098079312
785	0.9975061234	0.01096027552
786	0.9975061234	0.01096025048
787	0.9975099825	0.01094636323
788	0.9975099825	0.01094635161
789	0.9975099825	0.01094635161
790	0.9975099825	0.01094633259
791	0.9975259016	0.01090557763
792	0.9975259016	0.01090555911
793	0.9975259016	0.01090554907
794	0.9975259016	0.01090554151
795	0.9975259016	0.01090553374
796	0.9975259016	0.01090553374
797	0.9975259016	0.01090551458
798	0.997528796	0.01088887596
799	0.9975326553	0.01087057446
800	0.9975326553	0.01087057446
801	0.9975326553	0.01087055502
802	0.9975321729	0.01087053754
803	0.9975326553	0.01087040427
804	0.9975355497	0.01086141788
805	0.9975365146	0.01084207689
806	0.9975413387	0.01082291026
807	0.9975447157	0.01080228981
808	0.9975456805	0.01078059617
809	0.9975567764	0.01074095648
810	0.9975567764	0.01074095161
811	0.9975582237	0.01073002385
812	0.9975562939	0.01071611378
813	0.9975562939	0.01071608358
814	0.9975562939	0.01071602175
815	0.9975562939	0.01071599823
816	0.9975562939	0.01071598673
817	0.9975562939	0.01071598114
818	0.9975640129	0.01069519777
819	0.9975640129	0.01069517063
820	0.997571732	0.01067994052
821	0.997571732	0.01067994052
822	0.9975722145	0.01067988851
823	0.9975722145	0.0106798535
824	0.9975722145	0.01067982024
825	0.9975722145	0.01067976912
826	0.9975722145	0.01067974334
827	0.9975746267	0.01066964258
828	0.9975746267	0.01066962286
829	0.9975751092	0.0106686819
830	0.9975755916	0.01066862294
831	0.9975755916	0.01066860404
832	0.9975755916	0.01066860404
833	0.9975755916	0.01066854374
834	0.9975755916	0.01066851868
835	0.9975755916	0.01066850781
836	0.9975755916	0.01066845902
837	0.9975755916	0.01066844406
838	0.9975755916	0.01066841334
839	0.9975755916	0.01066836459
840	0.9975755916	0.01066836459
841	0.9975755916	0.01066835983
842	0.9975755916	0.01066835983
843	0.9975755916	0.01066835983
844	0.9975755916	0.01066828252
845	0.9975804162	0.01065441508
846	0.9975852408	0.01063783531
847	0.9975852408	0.01063780906
848	0.9975852408	0.01063780287
849	0.9975852408	0.01063778684
850	0.9975852408	0.01063778684
851	0.9975852408	0.0106377578
852	0.9975852408	0.0106377091
853	0.9975852408	0.01063769689
854	0.9975852408	0.01063768842
855	0.9975857232	0.01063047094
856	0.9975857232	0.0106304641
857	0.9975857232	0.01063044943
858	0.9975881355	0.01061092284
859	0.9975881355	0.01061089967
860	0.9975881355	0.0106108753
861	0.9975881355	0.0106108753
862	0.9975881355	0.0106108753
863	0.9975881355	0.01061087187
864	0.9975881355	0.01061080193
865	0.9975881355	0.01061080193
866	0.9975881355	0.01061079516
867	0.9975881355	0.01061079516
868	0.9975876531	0.01061072804
869	0.9975953725	0.01058870952
870	0.9975953725	0.01058870318
871	0.9975953725	0.01058865692
872	0.9975973024	0.01056534392
873	0.9975973024	0.01056534392
874	0.9976055045	0.01054014678
875	0.9976055045	0.01054011868
876	0.9976055045	0.01054010059
877	0.9976055045	0.01054007918
878	0.9976055045	0.01054004641
879	0.9976055045	0.0105400171
